,day,Amount,price
0,8,6436.656395,0.9956297082966736
1,8,91.324145,0.9956297082966736
2,8,50979.533128,0.9956297082966736
3,8,1543.077343,0.9956297082966736
4,8,625.084827,0.9956297082966736
5,8,20838.23169,0.9956297082966736
6,8,1561.085872,0.9956297082966736
7,8,128.634963,0.9956297082966736
8,8,19733.877,0.9956297082966736
9,8,1547.586586,0.9956297082966736
10,8,25788.082273,0.9956297082966736
11,8,11429.372697,0.9956297082966736
12,8,25788.1,0.9956297082966736
13,8,10196.50881,0.9956297082966736
14,8,11429.372697,0.9956297082966736
15,8,818.084437,0.9956297082966736
16,8,2652.766608,0.9956297082966736
17,8,500.0,0.9956297082966736
18,8,499.999999,0.9956297082966736
19,8,50979.533128,0.9956297082966736
20,8,77.37,0.9956297082966736
21,8,64.084406,0.9956297082966736
22,8,0.0,0.9956297082966736
23,8,5700.344786,0.9956297082966736
24,8,1208.681,0.9956297082966736
25,8,0.0004,0.9956297082966736
26,8,39.121397,0.9956297082966736
27,8,682.043474,0.9956297082966736
28,8,1039.817319,0.9956297082966736
29,8,79283.001728,0.9956297082966736
30,8,5344.004449,0.9956297082966736
31,8,109.017856,0.9956297082966736
32,8,1026.46022,0.9956297082966736
33,8,102636.946016,0.9956297082966736
34,8,102370.38522,0.9956297082966736
35,8,2625.309989,0.9956297082966736
36,8,682.043474,0.9956297082966736
37,8,77900.242388,0.9956297082966736
38,8,1283.486469,0.9956297082966736
39,8,28.423847,0.9956297082966736
40,8,1984.631368,0.9956297082966736
41,8,1283.486469,0.9956297082966736
42,8,39.973616,0.9956297082966736
43,8,79283.001728,0.9956297082966736
44,8,167.504029,0.9956297082966736
45,8,30658.208113,0.9956297082966736
46,8,1795.666788,0.9956297082966736
47,8,27903.825071,0.9956297082966736
48,8,27903.825071,0.9956297082966736
49,8,27903.825071,0.9956297082966736
50,8,30966.035731,0.9956297082966736
51,8,12.051711,0.9956297082966736
52,8,189.160704,0.9956297082966736
53,8,414.25,0.9956297082966736
54,8,1056.158105,0.9956297082966736
55,8,1152.434649,0.9956297082966736
56,8,5344.004449,0.9956297082966736
57,8,27807.522959,0.9956297082966736
58,8,3499.995747,0.9956297082966736
59,8,27.888377,0.9956297082966736
60,8,103.983208,0.9956297082966736
61,8,575.029538,0.9956297082966736
62,8,320.1327,0.9956297082966736
63,8,404.594451,0.9956297082966736
64,8,20742.882448,0.9956297082966736
65,8,20742.882488,0.9956297082966736
66,8,2992.492029,0.9956297082966736
67,8,14951.56432,0.9956297082966736
68,8,3567.5215,0.9956297082966736
69,8,18905.600427,0.9956297082966736
70,8,1042.902,0.9956297082966736
71,8,18905.600427,0.9956297082966736
72,8,18906.0,0.9956297082966736
73,8,404.594451,0.9956297082966736
74,8,285000.0,0.9956297082966736
75,8,11440.0,0.9956297082966736
76,8,515.333847,0.9956297082966736
77,8,5432.991499,0.9956297082966736
78,8,320.004585,0.9956297082966736
79,8,17637.950821,0.9956297082966736
80,8,502.969927,0.9956297082966736
81,8,1276.845477,0.9956297082966736
82,8,17177.279143,0.9956297082966736
83,8,17177.279143,0.9956297082966736
84,8,11083.366263,0.9956297082966736
85,8,11083.366263,0.9956297082966736
86,8,50334.7067,0.9956297082966736
87,8,1979.764439,0.9956297082966736
88,8,41500.446332,0.9956297082966736
89,8,131.750217,0.9956297082966736
90,8,81.218301,0.9956297082966736
91,8,26004.252372,0.9956297082966736
92,8,26004.252372,0.9956297082966736
93,8,203692.771887,0.9956297082966736
94,8,761.236,0.9956297082966736
95,8,445.505662,0.9956297082966736
96,8,445.505662,0.9956297082966736
97,8,203692.771887,0.9956297082966736
98,8,389.608909,0.9956297082966736
99,8,389.608909,0.9956297082966736
100,8,512.467134,0.9956297082966736
101,8,344.746943,0.9956297082966736
102,8,344.746943,0.9956297082966736
103,8,512.467134,0.9956297082966736
104,8,181129.650572,0.9956297082966736
105,8,181129.650572,0.9956297082966736
106,8,90649.852,0.9956297082966736
107,8,90479.798571,0.9956297082966736
108,8,6408.338313,0.9956297082966736
109,8,481.316652,0.9956297082966736
110,8,6408.338313,0.9956297082966736
111,8,1273.785563,0.9956297082966736
112,8,370.355288,0.9956297082966736
113,8,1675.913,0.9956297082966736
114,8,31695.517655,0.9956297082966736
115,8,41500.446332,0.9956297082966736
116,8,17626.908836,0.9956297082966736
117,8,17626.908836,0.9956297082966736
118,8,102843.253068,0.9956297082966736
119,8,22651.574525,0.9956297082966736
120,8,1026.46022,0.9956297082966736
121,8,19.82361,0.9956297082966736
122,8,397.188664,0.9956297082966736
123,8,41.119101,0.9956297082966736
124,8,1.0,0.9956297082966736
125,8,1.123456,0.9956297082966736
126,8,107.484804,0.9956297082966736
127,8,517.474087,0.9956297082966736
128,8,49332.074879,0.9956297082966736
129,8,1171.942552,0.9956297082966736
130,8,36940.945805,0.9956297082966736
