snapped_at,price,market_cap,total_volume
2021-01-29 00:00:00 UTC,0.39856733446656495,24285081.51601805,2717121.8983517904
2021-01-30 00:00:00 UTC,0.32328984330128324,19587387.930361032,3491156.896157346
2021-01-31 00:00:00 UTC,0.33815517171477444,20252160.257742867,4584452.402752462
2021-02-01 00:00:00 UTC,0.37600558105839127,22358759.924154162,4804085.057258341
2021-02-02 00:00:00 UTC,0.48301226191137175,28162801.932895057,10437302.28500967
2021-02-03 00:00:00 UTC,0.5508542713998446,32315515.384628244,7949471.236717787
2021-02-04 00:00:00 UTC,0.4250412466398282,24892936.8734937,6281441.507084558
2021-02-05 00:00:00 UTC,0.4340108920137499,25593168.527847357,1581702.6316016656
2021-02-06 00:00:00 UTC,0.4371023943157796,25568213.072809488,1253819.955268957
2021-02-07 00:00:00 UTC,0.44782659603282243,26018918.78509008,2277527.461254436
2021-02-08 00:00:00 UTC,0.43428813374961733,25359704.030364215,1321065.8840945084
2021-02-09 00:00:00 UTC,0.4862510527075554,28204667.491477273,4653810.381996043
2021-02-10 00:00:00 UTC,0.5082361185604548,29545872.21697239,9448526.515721569
2021-02-11 00:00:00 UTC,0.5157997894978013,29999097.893368933,1913963.5854176704
2021-02-12 00:00:00 UTC,0.5294528041246047,30728998.611276224,1851714.8253897862
2021-02-13 00:00:00 UTC,0.49659739179651907,28787882.751661874,2136547.6380068515
2021-02-14 00:00:00 UTC,0.48662893890079634,28366148.82416162,962502.5657735326
2021-02-15 00:00:00 UTC,0.47798121540419225,27719232.161898095,1717213.239471224
2021-02-16 00:00:00 UTC,0.4622951964483558,26943480.83316736,1384425.9442832475
2021-02-17 00:00:00 UTC,0.4843075353071867,28095999.740224697,1448488.4462974845
2021-02-18 00:00:00 UTC,0.4802894444368331,27879264.725605134,870039.9390674942
2021-02-19 00:00:00 UTC,0.4965837433019713,28807160.383062202,1137142.8798038678
2021-02-20 00:00:00 UTC,0.5303197369046412,30766569.261528518,2686706.639208934
2021-02-21 00:00:00 UTC,0.5344702080532815,30949697.99441326,1045123.584428887
2021-02-22 00:00:00 UTC,0.5283993409781156,30667625.25585334,2219512.7746495535
2021-02-23 00:00:00 UTC,0.4741527853273992,27167505.966654424,2812753.7443431495
2021-02-24 00:00:00 UTC,0.4717372814884426,27252130.91654772,858938.1199956341
2021-02-25 00:00:00 UTC,0.4958929901270835,28675826.65556297,2687801.9540800867
2021-02-26 00:00:00 UTC,0.4913504002712726,28620034.854931857,1230599.3655193446
2021-02-27 00:00:00 UTC,0.4660550779941152,27113530.322661374,1904677.6113423351
2021-02-28 00:00:00 UTC,0.47040955464207473,27080850.28585429,386547.65452453116
2021-03-01 00:00:00 UTC,0.426337336356118,24733583.033857122,1713583.7583347075
2021-03-02 00:00:00 UTC,0.427938986825641,24787193.051027164,778895.6067712405
2021-03-03 00:00:00 UTC,0.4250313574709418,24611076.97818804,538730.0690756576
2021-03-04 00:00:00 UTC,0.42947544783752384,24943250.713647388,1004043.3416784315
2021-03-05 00:00:00 UTC,0.4488528509085089,25899701.517021175,1129722.2509443574
2021-03-06 00:00:00 UTC,0.4423859016571468,25595044.679398697,1275513.198945191
2021-03-07 00:00:00 UTC,0.4495892991582162,26097994.7413134,2357029.0034614378
2021-03-08 00:00:00 UTC,0.41822414046825607,24682785.24945145,1374790.5744639062
2021-03-09 00:00:00 UTC,0.4203894618607442,24284029.874322936,221532.74946629343
2021-03-10 00:00:00 UTC,0.42662018094907384,24554903.80416043,1050834.262236817
2021-03-11 00:00:00 UTC,0.3409782545599276,20368823.16051544,4416688.000829014
2021-03-12 00:00:00 UTC,0.3441894328247901,19854942.257127564,482109.7496581688
2021-03-13 00:00:00 UTC,0.346758629008208,20053301.570639692,334027.75003513676
2021-03-14 00:00:00 UTC,0.3620097168378176,20958094.96421224,1020633.5630786776
2021-03-15 00:00:00 UTC,0.3482354599510691,20350397.53806762,575141.9500079553
2021-03-16 00:00:00 UTC,0.3381045091505093,19567902.391787793,776721.3871002421
2021-03-17 00:00:00 UTC,0.32668051990681407,18733745.525171008,967746.0421043625
2021-03-18 00:00:00 UTC,0.2916637358317152,16682952.482657928,1695709.701311577
2021-03-19 00:00:00 UTC,0.2822409995372284,16192781.851186398,936874.8049362514
2021-03-20 00:00:00 UTC,0.28644505803119885,16436837.404002966,174845.72327432933
2021-03-21 00:00:00 UTC,0.2874603308296387,16455944.502810111,166552.09557630064
2021-03-22 00:00:00 UTC,0.2930326487857429,16783251.249267254,128896.07643057729
2021-03-23 00:00:00 UTC,0.2882878625667754,16512841.8965476,908592.0862324157
2021-03-24 00:00:00 UTC,0.2981329782664778,17022024.097805638,1425704.9407536725
2021-03-25 00:00:00 UTC,0.28951722743367403,16689409.703163505,796881.1158032066
2021-03-26 00:00:00 UTC,0.28666214091807046,16346551.952278048,342828.8700300345
2021-03-27 00:00:00 UTC,0.29163250808287744,16596198.032822536,146903.2396331099
2021-03-28 00:00:00 UTC,0.298630516519483,17046927.985907555,504021.14237819694
2021-03-29 00:00:00 UTC,0.3054319707967447,17386849.462775417,515493.96954833705
2021-03-30 00:00:00 UTC,0.305071004184694,17363740.21716956,281475.5043269444
2021-03-31 00:00:00 UTC,0.33693282323950946,19140722.30787749,1277635.969414755
2021-04-01 00:00:00 UTC,0.34198349800668965,19448122.11939957,945420.379016501
2021-04-02 00:00:00 UTC,0.2949029253426514,16734019.01833978,1704140.900976036
2021-04-03 00:00:00 UTC,0.29675607987811914,16842837.709463384,1377496.7112837678
2021-04-04 00:00:00 UTC,0.2959612786355743,16814383.725522257,721996.3243908709
2021-04-05 00:00:00 UTC,0.3035742276181549,17158790.376715653,181991.94951721505
2021-04-06 00:00:00 UTC,0.29706142526455775,16844477.086168915,550430.193460951
2021-04-07 00:00:00 UTC,0.3004487372633184,17051938.69070378,428616.69879434066
2021-04-08 00:00:00 UTC,0.2972063335259904,16819944.329482973,286669.8823050561
2021-04-09 00:00:00 UTC,0.2925634819041812,16507629.479865866,583203.3549336613
2021-04-10 00:00:00 UTC,0.28367747011098476,16048722.137616875,728947.7418964739
2021-04-11 00:00:00 UTC,0.28150979061946524,15986593.800840452,255457.0464524061
2021-04-12 00:00:00 UTC,0.28502258933833513,16081242.796904575,202963.802088834
2021-04-13 00:00:00 UTC,0.28341496231201047,15994524.969382599,97977.74662715106
2021-04-14 00:00:00 UTC,0.304123848824587,17139593.96819339,1348959.2332906874
2021-04-15 00:00:00 UTC,0.3057633267139427,17229651.28267585,264558.63868509955
2021-04-16 00:00:00 UTC,0.3115443434715894,17496188.196611505,298781.6435086844
2021-04-17 00:00:00 UTC,0.30757275347399365,17347409.363635696,242059.90384219823
2021-04-18 00:00:00 UTC,0.3022277335709381,17045408.325591266,389917.65078220796
2021-04-19 00:00:00 UTC,0.29417102462081224,16621686.115923837,372667.24412708916
2021-04-20 00:00:00 UTC,0.28887416667173904,16373725.774241373,162874.29026381698
2021-04-21 00:00:00 UTC,0.28860157439000805,16286435.251217667,178732.89585951876
2021-04-22 00:00:00 UTC,0.28114638260060265,16004627.18995429,156536.6319512075
2021-04-23 00:00:00 UTC,0.2777538033961792,15681880.528637515,582379.3413849127
2021-04-24 00:00:00 UTC,0.24362570963853372,13697633.560465002,1098860.9564651803
2021-04-25 00:00:00 UTC,0.2399138444305958,13669756.48915486,142500.01749395896
2021-04-26 00:00:00 UTC,0.391039303333207,21970714.38138986,8439389.985944454
2021-04-27 00:00:00 UTC,0.3028805734032525,16985992.708766136,3225565.984881478
2021-04-28 00:00:00 UTC,0.3318363507393005,18613335.15433528,939138.1873683461
2021-04-29 00:00:00 UTC,0.36014991474737607,20182999.793858863,1070976.9760430022
2021-04-30 00:00:00 UTC,0.42894524130599293,24050559.160961684,1745430.9637063863
2021-05-01 00:00:00 UTC,0.43380226339842437,24200187.74812715,669575.5134347157
2021-05-02 00:00:00 UTC,0.3767700955449133,21097030.02223263,1203497.0706660491
2021-05-03 00:00:00 UTC,0.34822405609236895,19452144.119978998,1690535.390859324
2021-05-04 00:00:00 UTC,0.32220632455075715,18032057.192458764,980698.6732296762
2021-05-05 00:00:00 UTC,0.3459601597660974,19350965.006905187,1247312.5191945715
2021-05-06 00:00:00 UTC,0.3729129334633003,20867683.512302306,803606.7805163676
2021-05-07 00:00:00 UTC,0.34623473223572837,19375627.135798488,1325367.6606794912
2021-05-08 00:00:00 UTC,0.3032683939299777,17018599.25177908,703024.5149326553
2021-05-09 00:00:00 UTC,0.24555245216388763,13691819.641292077,1108181.2956067037
2021-05-10 00:00:00 UTC,0.26818303985253256,15000133.554876111,363193.33061641705
2021-05-11 00:00:00 UTC,0.25810336315506993,14410541.912655642,320456.292005259
2021-05-12 00:00:00 UTC,0.26102583361642784,14523126.56537714,253150.69376587737
2021-05-13 00:00:00 UTC,0.2526951940024669,14163005.842001308,102451.99606255491
2021-05-14 00:00:00 UTC,0.27721341027826535,15302916.20100394,612734.9758869414
2021-05-15 00:00:00 UTC,0.273302884806646,15247771.054818228,226431.8098453985
2021-05-16 00:00:00 UTC,0.26475636777778927,14797214.57476074,313161.3909887709
2021-05-17 00:00:00 UTC,0.2867608154957584,15975321.52542115,311836.6276388325
2021-05-18 00:00:00 UTC,0.26416883920905926,14903113.750024064,389659.63437060406
2021-05-19 00:00:00 UTC,0.26108437207063684,14503340.100416537,296816.24197045114
2021-05-20 00:00:00 UTC,0.2022070360845413,11535388.960221749,609592.2815214889
2021-05-21 00:00:00 UTC,0.17086071650089119,9500581.882607974,729290.8179366234
2021-05-22 00:00:00 UTC,0.15259683777082295,8486395.668632727,319731.21809519036
2021-05-23 00:00:00 UTC,0.14055816655977194,7844482.1606605,551533.9325438157
2021-05-24 00:00:00 UTC,0.10851716275720176,6063454.296507285,478279.4710818421
2021-05-25 00:00:00 UTC,0.1113941156818848,6163847.843304556,551989.5039915018
2021-05-26 00:00:00 UTC,0.10642436748093509,5913604.871022559,180115.12995587403
2021-05-27 00:00:00 UTC,0.10815933182170195,6027009.195344744,189336.6288706619
2021-05-28 00:00:00 UTC,0.1027153316013815,5727589.211569933,205467.33123260635
2021-05-29 00:00:00 UTC,0.10156455862631486,5623644.739653017,87496.37515381016
2021-05-30 00:00:00 UTC,0.10752759113982091,5988313.2560466435,150785.9911521192
2021-05-31 00:00:00 UTC,0.10509396239469271,5850252.176048103,107349.05984630289
2021-06-01 00:00:00 UTC,0.10710417649695485,5938956.586661242,109905.17589239751
2021-06-02 00:00:00 UTC,0.108740261705438,6041275.925461874,86096.890366225
2021-06-03 00:00:00 UTC,0.11494995648452998,6377436.9848211715,156013.18119974493
2021-06-04 00:00:00 UTC,0.14777941205380274,8162618.52916586,1020141.7981660486
2021-06-05 00:00:00 UTC,0.15368485059566037,8455046.936945938,287177.2284772789
2021-06-06 00:00:00 UTC,0.15809460651301738,8676705.41604474,109651.51081529095
2021-06-07 00:00:00 UTC,0.15988621826170019,8770208.849685403,73004.65970500676
2021-06-08 00:00:00 UTC,0.15560611731567647,8584512.75927516,106022.0145094475
2021-06-09 00:00:00 UTC,0.1544252873657471,8493816.076719742,143748.79324030507
2021-06-10 00:00:00 UTC,0.15573306591033964,8567365.967766915,147263.43118426792
2021-06-11 00:00:00 UTC,0.15397827449451446,8460733.804163901,89787.9752473433
2021-06-12 00:00:00 UTC,0.1488969559057673,8121833.372622324,142446.79224907493
2021-06-13 00:00:00 UTC,0.14752425680520806,8135843.292572648,68746.09904329336
2021-06-14 00:00:00 UTC,0.15525328156577645,8467205.259089526,169878.97629777866
2021-06-15 00:00:00 UTC,0.14613403518028145,7992784.675008832,204437.58543265748
2021-06-16 00:00:00 UTC,0.14449772195721614,7914254.847220406,59363.843074081014
2021-06-17 00:00:00 UTC,0.14219531468090507,7764003.506210367,44902.53436582004
2021-06-18 00:00:00 UTC,0.14207998380831907,7775145.017308995,133164.26675177403
2021-06-19 00:00:00 UTC,0.13964948365184843,7615856.893186711,49909.75709118238
2021-06-20 00:00:00 UTC,0.137115422651837,7537316.531824606,35442.903078503274
2021-06-21 00:00:00 UTC,0.12254131329473097,6692034.982566019,376295.63296768116
2021-06-22 00:00:00 UTC,0.12032621691270161,6536230.604652206,49847.072845351366
2021-06-23 00:00:00 UTC,0.11260181689181153,6161990.113452179,136696.54451845697
2021-06-24 00:00:00 UTC,0.08094056136349391,4434342.525852848,955572.5925042894
2021-06-25 00:00:00 UTC,0.07651498004791257,4191605.444768702,152058.75172665148
2021-06-26 00:00:00 UTC,0.07250469222848335,3967987.8424315504,233734.97808498476
2021-06-27 00:00:00 UTC,0.07269304363648714,3975248.7037909557,64512.32206251479
2021-06-28 00:00:00 UTC,0.07314671857077183,4026391.3050085306,61523.792244551725
2021-06-29 00:00:00 UTC,0.07177322645102471,3921962.7178313104,48716.00353268676
2021-06-30 00:00:00 UTC,0.07015136995672108,3846927.3229273735,45850.849470561145
2021-07-01 00:00:00 UTC,0.07477248294682602,4086095.2786135226,28747.934586483283
2021-07-02 00:00:00 UTC,0.07434697059770401,4095519.118973287,21767.482908782255
2021-07-03 00:00:00 UTC,0.0777823457069367,4250304.796629386,20907.32663936621
2021-07-04 00:00:00 UTC,0.07542258188747054,4125444.019325652,86921.26259075828
2021-07-05 00:00:00 UTC,0.07621165752613157,4169060.2727394663,28839.646473146076
2021-07-06 00:00:00 UTC,0.07693986787541658,4211065.225884712,29923.562675835976
2021-07-07 00:00:00 UTC,0.07635478797802622,4172887.6429596636,30898.164237835437
2021-07-08 00:00:00 UTC,0.07649762753694142,4189941.493945103,35522.97246626517
2021-07-09 00:00:00 UTC,0.07503577468600367,4101943.52149819,41135.495740280814
2021-07-10 00:00:00 UTC,0.07712128851247087,4219491.227110552,94937.80246534078
2021-07-11 00:00:00 UTC,0.07821523985249171,4252872.607870687,20576.0938035623
2021-07-12 00:00:00 UTC,0.07730360395357914,4231421.257371575,92216.06545962482
2021-07-13 00:00:00 UTC,0.07995144276977487,4375628.431354806,39478.6852384851
2021-07-14 00:00:00 UTC,0.08386099345018082,4612256.0470733605,66791.80129033772
2021-07-15 00:00:00 UTC,0.08495739551317787,4648790.498882386,36613.704389721024
2021-07-16 00:00:00 UTC,0.08202400491742944,4497036.816050586,227146.08386046978
2021-07-17 00:00:00 UTC,0.0812109441744032,4448765.446487151,126527.98464578993
2021-07-18 00:00:00 UTC,0.08112460003534196,4439439.763710348,98764.87323274295
2021-07-19 00:00:00 UTC,0.08292750382945381,4542403.540966452,266660.5971708803
2021-07-20 00:00:00 UTC,0.08019111706627208,4393087.796799194,147666.98506778234
2021-07-21 00:00:00 UTC,0.07896870841312023,4318889.357630509,197588.96191150468
2021-07-22 00:00:00 UTC,0.08096654867554694,4419260.392647295,205658.63687331634
2021-07-23 00:00:00 UTC,0.07468894956717799,4092246.752593662,943115.9741031886
2021-07-24 00:00:00 UTC,0.0800121089312118,4340986.582125719,139754.13440627756
2021-07-25 00:00:00 UTC,0.07976339832459525,4389931.275398169,181518.0721594019
2021-07-26 00:00:00 UTC,0.08167248903533421,4466695.453097964,152197.86520971754
2021-07-27 00:00:00 UTC,0.07656706798956742,4204527.518745943,389957.22090635105
2021-07-28 00:00:00 UTC,0.07813722732867807,4260660.325573083,168192.00933629926
2021-07-29 00:00:00 UTC,0.07898773062538607,4324200.047848409,138849.32298505065
2021-07-30 00:00:00 UTC,0.08039502734286852,4409763.427763412,108844.71431623428
2021-07-31 00:00:00 UTC,0.08225371798029524,4512184.825801064,158152.3430735224
2021-08-01 00:00:00 UTC,0.0817147761042024,4480591.749533531,123948.53186614536
2021-08-02 00:00:00 UTC,0.0779806328107799,4271019.407917244,256577.75630155022
2021-08-03 00:00:00 UTC,0.08109267637475487,4402988.693113428,158768.75210746235
2021-08-04 00:00:00 UTC,0.07974507566488445,4350270.2911732895,148574.02223886485
2021-08-05 00:00:00 UTC,0.07074779450077807,3881883.8090556525,315794.988927574
2021-08-06 00:00:00 UTC,0.07408557642672695,4070948.5051442995,232290.45453691622
2021-08-07 00:00:00 UTC,0.057197919149129035,3116542.047624305,877449.2753137241
2021-08-08 00:00:00 UTC,0.06540724228475991,3352632.2185419328,192610.73329100182
2021-08-09 00:00:00 UTC,0.0533616037302871,2917147.5231447234,122190.67959864318
2021-08-10 00:00:00 UTC,0.05247100130918616,2852079.0576979355,136735.72462310665
2021-08-11 00:00:00 UTC,0.05442238531922023,2975411.5936147505,1014319.9405924997
2021-08-12 00:00:00 UTC,0.05152907089295051,2815015.695216448,144823.45605127854
2021-08-13 00:00:00 UTC,0.050733911590141456,2770749.5619803015,150043.3429920506
2021-08-14 00:00:00 UTC,0.051529088055602607,2811729.4420715207,277122.77288943157
2021-08-15 00:00:00 UTC,0.05138147703280202,2812016.815469105,441666.3979123854
2021-08-16 00:00:00 UTC,0.05169195908068661,2823521.8370213406,119545.09699456772
2021-08-17 00:00:00 UTC,0.05146205470474556,2799305.528977376,182149.79139442346
2021-08-18 00:00:00 UTC,0.05096870832894669,2790560.1499315486,152525.91576129364
2021-08-19 00:00:00 UTC,0.05082507264717002,2777500.82892767,144932.47879666288
2021-08-20 00:00:00 UTC,0.053862658447841334,2908815.0566642233,144464.13589877324
2021-08-21 00:00:00 UTC,0.05614687498170854,3076693.303802707,136521.4233710284
2021-08-22 00:00:00 UTC,0.05510339057805265,3019387.54713556,140154.46502155164
2021-08-23 00:00:00 UTC,0.05837524142803628,3189796.657742753,156518.7047281619
2021-08-24 00:00:00 UTC,0.05446731322097993,2962844.459912659,175627.5295019085
2021-08-25 00:00:00 UTC,0.0540765343413225,2959460.028170013,146083.68379291834
2021-08-26 00:00:00 UTC,0.05383617778799499,2942599.1836535465,135759.04374236433
2021-08-27 00:00:00 UTC,0.052922599511580334,2893449.059244473,123896.94019347405
2021-08-28 00:00:00 UTC,0.05507263123755671,2998551.6140464563,53861.00201803335
2021-08-29 00:00:00 UTC,0.05586867787872518,3053306.3805261306,38024.45053893173
2021-08-30 00:00:00 UTC,0.05845918483680508,3225296.4523538854,41883.234270077686
2021-08-31 00:00:00 UTC,0.05659731781263312,3105941.982300934,66283.04757631644
2021-09-01 00:00:00 UTC,0.060344869606817925,3298904.519112565,1688184.8538821635
2021-09-02 00:00:00 UTC,0.07176650639774103,3919804.0589140337,583468.3234997201
2021-09-03 00:00:00 UTC,0.06792209488850924,3745676.1702693156,376476.9686384595
2021-09-04 00:00:00 UTC,0.06478013709206576,3538179.7464844356,71646.16385301182
2021-09-05 00:00:00 UTC,0.06818864884076507,3730111.8901809943,69069.65289694659
2021-09-06 00:00:00 UTC,0.06552845349513832,3579079.8568306193,63714.18176095652
2021-09-07 00:00:00 UTC,0.06614087525628551,3614439.473215465,17533.181735836373
2021-09-08 00:00:00 UTC,0.06387371454825161,3491381.9396252264,51213.500699592856
2021-09-09 00:00:00 UTC,0.06423378133394321,3513787.957629492,35896.289938981114
2021-09-10 00:00:00 UTC,0.0628509220005008,3431804.2913303147,19970.291960139348
2021-09-11 00:00:00 UTC,0.05980849081742318,3265680.580526522,20317.439380953343
2021-09-12 00:00:00 UTC,0.061235775078174855,3338518.1274392656,25281.29976559862
2021-09-13 00:00:00 UTC,0.06405452924792242,3511104.5847224966,15376.611680002025
2021-09-14 00:00:00 UTC,0.06288908931715179,3422611.8022810244,12650.425220327143
2021-09-15 00:00:00 UTC,0.06607995799953485,3608000.973001276,17536.74504312417
2021-09-16 00:00:00 UTC,0.06673675238915326,3605406.6615323266,15075.687444307276
2021-09-17 00:00:00 UTC,0.05293924868570169,2890815.3375260704,67597.14741993061
2021-09-18 00:00:00 UTC,0.05428825305243557,2974549.8234429196,108143.90510016907
2021-09-19 00:00:00 UTC,0.05316119654540312,2970741.606483453,83777.25066008985
2021-09-20 00:00:00 UTC,0.05219144395940841,2859614.067483078,99051.36478151711
2021-09-21 00:00:00 UTC,0.05088454071011906,2770113.7841480225,248096.1107376191
2021-09-22 00:00:00 UTC,0.050670649826453466,2761109.3770231376,141869.97333678493
2021-09-23 00:00:00 UTC,0.054025975596918345,2935288.745413977,152049.65443006798
2021-09-24 00:00:00 UTC,0.0543438721515824,2971939.147513624,162810.9118382952
2021-09-25 00:00:00 UTC,0.053311142376294286,2871861.934402525,254661.00049412975
2021-09-26 00:00:00 UTC,0.05243183818003583,2894114.7072757767,104811.03496266695
2021-09-27 00:00:00 UTC,0.051337660836480475,2797346.658556876,101815.19597695999
2021-09-28 00:00:00 UTC,0.05231885550319055,2859960.3273367384,167945.34871293447
2021-09-29 00:00:00 UTC,0.050988110403305906,2815680.7815686055,172893.56224815972
2021-09-30 00:00:00 UTC,0.05181609633513427,2828724.9894638313,76767.33992750321
2021-10-01 00:00:00 UTC,0.054001987627313355,3006463.7415423663,45173.86534300675
2021-10-02 00:00:00 UTC,0.05554037949809963,3030964.4762149793,16921.37443768935
2021-10-03 00:00:00 UTC,0.05623456190585223,3089810.099581302,14442.491448600947
2021-10-04 00:00:00 UTC,0.05333228250170096,2910356.2291895426,9107.09245456968
2021-10-05 00:00:00 UTC,0.05446572635557693,2974930.612442721,10420.559723573446
2021-10-06 00:00:00 UTC,0.05390438303425052,2944249.3539847364,11499.977288677432
2021-10-07 00:00:00 UTC,0.04978168550183752,2719365.6692760186,114990.39029789013
2021-10-08 00:00:00 UTC,0.0499028347028882,2683302.4652855177,10171.945879711546
2021-10-09 00:00:00 UTC,0.03816188986970421,2088935.8609058573,335567.1031261431
2021-10-10 00:00:00 UTC,0.038625482040748414,2101818.2141754483,239253.89804864617
2021-10-11 00:00:00 UTC,0.03506664736468388,1922376.0205863877,252492.8401922943
2021-10-12 00:00:00 UTC,0.032499731917331715,1770839.8103621104,111305.72702962691
2021-10-13 00:00:00 UTC,0.03527006879587175,1858302.921024135,137510.26359300432
2021-10-14 00:00:00 UTC,0.03423271345328761,1873603.4127245317,121178.91325447863
2021-10-15 00:00:00 UTC,0.03476424331827827,1896573.5339661455,31957.942246262774
2021-10-16 00:00:00 UTC,0.033004518377887364,1799160.7817736247,62793.16008836884
2021-10-17 00:00:00 UTC,0.03174857476426114,1736790.0220293065,54386.21082085408
2021-10-18 00:00:00 UTC,0.033115063167803695,1805150.4744261666,77465.42302152167
2021-10-19 00:00:00 UTC,0.03380397661314377,1836770.7018251503,90066.8749362608
2021-10-20 00:00:00 UTC,0.03568078238519814,1940282.9835749795,64777.072025413356
2021-10-21 00:00:00 UTC,0.03658354395801839,2004442.6740659538,74461.68813105991
2021-10-22 00:00:00 UTC,0.03760644379365986,2064434.0852503884,27731.6756435129
2021-10-23 00:00:00 UTC,0.037152839532353175,2032300.4026866704,40394.27511367719
2021-10-24 00:00:00 UTC,0.03710938825232473,2025865.0959768312,36860.72832169983
2021-10-25 00:00:00 UTC,0.036776269895035754,2000480.076153639,37762.26146017834
