"Transaction Hash","Status","Type","Method ","Block","Date Time (UTC)","From","From_NameTag","To","To_NameTag","Amount","Value (USD) ","Asset","Txn Fee"
"0x15c8a6e7816368fc1bef5458b09fca9f578dd9093d6bbbdfc1be6777262bf222","Success","ERC-20","Add Liquidity","11663536","2021-01-16 2:21:04","0x8bbC370d58f8D33fC331141c9B63620EBA2B9a5d"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","146.720966","$0.2446","BAC(BAC)","0.00574968"
"0x97108f3879f6239f441fed31c82dec3a9c68168e7bf8e478c6543166ced56453","Success","ERC-20","Swap Exact Tokens For Tokens","11663534","2021-01-16 2:20:39","0x8269AfE0813f5a6914177EC60a26199792644E71"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","3,422.777341","$5.71","BAC(BAC)","0.00676453"
"0x632d55435747c88c948d2afc381965e885400d1d740961ca67efe6cd0803641b","Success","ERC-20","One Key Add Liquidity","11663527","2021-01-16 2:19:39","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x3846Ad5DE1aaE73F602461d0037d483cA78b0daB"," ","23.583022","$0.0393","BAC(BAC)","0.02780836"
"0x632d55435747c88c948d2afc381965e885400d1d740961ca67efe6cd0803641b","Success","ERC-20","One Key Add Liquidity","11663527","2021-01-16 2:19:39","0x3846Ad5DE1aaE73F602461d0037d483cA78b0daB"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","23.583022","$0.0393","BAC(BAC)","0.02780836"
"0x17d8d7e8a63c14dd5743d860e464673be5983e8ce842a6455d31432b03fab6ad","Success","ERC-20","Remove Liquidity With Permit","11663523","2021-01-16 2:19:11","0xe088fb588d2c06b4cedce88d97c18e577e0e3dea","Uniswap V2: BAC-Mars","0x8269AfE0813f5a6914177EC60a26199792644E71"," ","3,422.777341","$5.71","BAC(BAC)","0.00984658"
"0x6ae0d04f02cbbd7134fba94b66f73b64538640126a0bb154ad44ba6e70a783ba","Success","ERC-20","Swap Exact Tokens For Tokens","11663523","2021-01-16 2:19:11","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x8bbC370d58f8D33fC331141c9B63620EBA2B9a5d"," ","148.618953","$0.2477","BAC(BAC)","0.0058113"
"0x258d13cb2df2d23e966dc73e13e9b489250c5d67d5b35e98b9967c94193b5a10","Success","ERC-20","Add Liquidity","11663514","2021-01-16 2:17:11","0xaD252FeAFcFAF15B25be1C4b4A964C1DBfe34b1a"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","452.538707","$0.7543","BAC(BAC)","0.00546134"
"0x2be7b2888fcf98d698eea20743ee76cf54209a3a8265fb1b5a687fd4aeeb78cc","Success","ERC-20","Swap Exact Tokens For Tokens","11663514","2021-01-16 2:17:11","0x62a08F0535f01623890613F6ACbedf19591A9Ec3"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","230.777766","$0.3847","BAC(BAC)","0.00343899"
"0xc459824f435f0686ec927a6d9dc1f5a7f3135b1d1b14d1c3b31dd1cafbe758b3","Success","ERC-20","Swap Exact Tokens For ETH","11663510","2021-01-16 2:16:14","0x3D5316B25a1EFE4095c2d6E5c0FD62C2d12c18Ed"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","25,864.328622","$43.11","BAC(BAC)","0.00601627"
"0x42a8e3a1dd00072eb6e823add29bfd5b2cc527b6373c0b7703f4ae27ae339bc0","Success","ERC-20","Add Liquidity","11663507","2021-01-16 2:15:50","0x6340448bbbb845249a17cc1d690d6082604ee9b5","yaoyi.eth","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","11,914.603117","$19.86","BAC(BAC)","0.00516536"
"0xaeff3f36c85ad311a8cc65dcb0cf09e05a5e67094ab2894733940c9455f1a2d5","Success","ERC-20","Swap Exact Tokens For Tokens","11663506","2021-01-16 2:15:48","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xaD252FeAFcFAF15B25be1C4b4A964C1DBfe34b1a"," ","142.909618","$0.2382","BAC(BAC)","0.0141581"
"0x38f8bd69ea9deb86a0a5bb43ef52807aaff7599d9c0222c5f56b99e70b810be5","Success","ERC-20","Swap Exact Tokens For Tokens","11663492","2021-01-16 2:12:57","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x6340448bbbb845249a17cc1d690d6082604ee9b5","yaoyi.eth","11,882.767817","$19.81","BAC(BAC)","0.00500954"
"0x4a7e2afe12ea85c3e38000739642885ab9903e9e03f93f1f01334cd9f3ccedb1","Success","ERC-20","Zap Out With Permit","11663490","2021-01-16 2:12:52","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x79b6c6f8634ea477ed725ec23b7b6fcb41f00e58"," Zapper: Uniswap V2 Zap Out v2.1.1","3,661.48545","$6.10","BAC(BAC)","0.01256632"
"0x4a7e2afe12ea85c3e38000739642885ab9903e9e03f93f1f01334cd9f3ccedb1","Success","ERC-20","Zap Out With Permit","11663490","2021-01-16 2:12:52","0x79b6c6f8634ea477ed725ec23b7b6fcb41f00e58","Zapper: Uniswap V2 Zap Out v2.1.1","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","3,661.48545","$6.10","BAC(BAC)","0.01256632"
"0xe88f264139c82fcd09391f14e147f55cba81ef6ac6539e668e97bdf8a8d8c86d","Success","ERC-20","Swap Exact Tokens For Tokens","11663486","2021-01-16 2:12:12","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xaD252FeAFcFAF15B25be1C4b4A964C1DBfe34b1a"," ","270.822166","$0.4514","BAC(BAC)","0.00816379"
"0xb21d9d85ee29c186edbe1df8a744748f9a9cfd3fd330b205963e3e5f5a852655","Success","ERC-20","Swap Exact Tokens For Tokens","11663480","2021-01-16 2:11:22","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xaD252FeAFcFAF15B25be1C4b4A964C1DBfe34b1a"," ","34.233292","$0.0571","BAC(BAC)","0.00814829"
