"Transaction Hash","Status","Type","Method ","Block","Date Time (UTC)","From","From_NameTag","To","To_NameTag","Amount","Value (USD) ","Asset","Txn Fee"
"0x492346b63f4f0fbf7ecfcbc04e7c557a88fd0532de5fe8be9401481cf681c65c","Success","ERC-20","Add Liquidity","11611583","2021-01-08 3:29:21","0x56Ea907d43A14e17AfdAc9336e6e6A57b5c1e371"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","5,063.957513","$8.44","BAC(BAC)","0.02706634"
"0x5cb033dbfb029d7d832595beca0058b763700cf2af4a5d843be2cab78c47f803","Success","ERC-20","Swap Exact Tokens For Tokens","11611573","2021-01-08 3:28:08","0x5db63f987817910bbb9656b5210990408d3831fb","qlonline.eth","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","463.142059","$0.7722","BAC(BAC)","0.04775635"
"0xdb0aaf9488ea3c6e61a7d8f54ec974a3e89c319c92285b084bd64fc39898facc","Success","ERC-20","Swap Exact Tokens For Tokens","11611569","2021-01-08 3:26:57","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x56Ea907d43A14e17AfdAc9336e6e6A57b5c1e371"," ","5,063.957513","$8.44","BAC(BAC)","0.0260942"
"0xb1de62d3ffd7462981018e29ee8fa2e2c97680cb451a456250f59b4d6ae5e82c","Success","ERC-20","Add Liquidity","11611568","2021-01-08 3:26:46","0xe2Bb94210B41Ce4c01B9B97f3Ac62E728E472f9C"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","101,278.293378","$168.87","BAC(BAC)","0.04370918"
"0x23971df836cd085aa17daae7d82f4359d748b99b7c00c3c0726f2e1fec48e7ab","Success","ERC-20","Swap Exact Tokens For Tokens","11611567","2021-01-08 3:26:41","0xa5aCad4Ce2127C7c5E87ff2d71516FDbA038e585"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","10,000","$16.67","BAC(BAC)","0.05287548"
"0x304fa993eb8d84d00c8a1f8673a7b7c90fcd9e6bf722a40febe2124ed57796ca","Success","ERC-20","Discounted Swap","11611562","2021-01-08 3:25:35","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71"," 1inch: Router 2","101,278.291101","$168.87","BAC(BAC)","0.08827865"
"0x304fa993eb8d84d00c8a1f8673a7b7c90fcd9e6bf722a40febe2124ed57796ca","Success","ERC-20","Discounted Swap","11611562","2021-01-08 3:25:35","0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71","1inch: Router 2","0xe2Bb94210B41Ce4c01B9B97f3Ac62E728E472f9C"," ","101,278.291101","$168.87","BAC(BAC)","0.08827865"
"0x0bc11396ad2bccbcdf6a87f513f4ffe2463b0930a7de3ac6e8fe37d61c0e1ed6","Success","ERC-20","Swap","11611546","2021-01-08 3:22:25","0xC956B16d62f4bE2aC7716B437A9D03c2E0D907B4"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","3,473","$5.79","BAC(BAC)","0.10762504"
"0x99a8dc34d354208ed6ef53dc80d23fc4eb7c27e9279376eb626b8968464fea3e","Success","ERC-20","Remove Liquidity With Permit","11611538","2021-01-08 3:19:15","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xC956B16d62f4bE2aC7716B437A9D03c2E0D907B4"," ","3,452.107519","$5.76","BAC(BAC)","0.04193288"
"0x95ca485e18fc3a39ce928291da43fcebe1119a1bd17291753f2649fdae66f634","Success","ERC-20","Claim Reward","11611523","2021-01-08 3:15:23","0x4b182469337d46e6603ed7e26ba60c56930a342c","Basis Cash: Boardroom","0xC956B16d62f4bE2aC7716B437A9D03c2E0D907B4"," ","8.223877","$0.0137","BAC(BAC)","0.02209439"
