"Transaction Hash","Status","Type","Method ","Block","Date Time (UTC)","From","From_NameTag","To","To_NameTag","Amount","Value (USD) ","Asset","Txn Fee"
"0xf2cd921c90e2837ff0ac5b3a8a5d5a3f6580d20a68e749581431651830bc63d5","Error in Internal Transaction","ERC-20","Buy Bonds","11616852","2021-01-08 22:42:22","0xe5A8654631B3729F73ca3503bA09a5d3e11b46da"," ","0x0000000000000000000000000000000000000000","Null: 0x000...000","22,494.706","$37.51","BAC(BAC)","0.0142963"
"0x2a90e3565adce143548dd514d08cdd9f88788a7be03404b5742958b1dc047a50","Success","ERC-20","Swap Exact Tokens For Tokens","11616848","2021-01-08 22:40:33","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xc2432630603Eb1b1DCe2Aaeb026f1b5960F47CE9"," ","1,059.83737","$1.77","BAC(BAC)","0.01031698"
"0x1dffe219e1e43bbb817337ca70858b5b82c8c6e5920d8802895917d2bd1b4dda","Success","ERC-20","Swap Exact Tokens For Tokens","11616848","2021-01-08 22:40:33","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xe5A8654631B3729F73ca3503bA09a5d3e11b46da"," ","22,494.706454","$37.51","BAC(BAC)","0.00597433"
"0x5c7a691dea008e6b296e559276f575e52703bbad7410a4dabab50c22573ad7ab","Success","ERC-20","Swap Exact Tokens For Tokens","11616848","2021-01-08 22:40:33","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x6327d3c9ff7DFD612453c8815A1328C3fd3ACbD2"," ","25,348.526567","$42.26","BAC(BAC)","0.00604678"
"0x5f29dd98e0a09f4be6cefd20fe75e2bd0b9f0664735fc30eda9de8683b45c84a","Error in Internal Transaction","ERC-20","Buy Bonds","11616848","2021-01-08 22:40:33","0x7269CaD927f2D98aBfD06b0Eb1dA318525c6C304"," ","0x0000000000000000000000000000000000000000","Null: 0x000...000","32,886.565","$54.83","BAC(BAC)","0.0086332"
"0x5dfd44c3c7b4c88785fb3dda6606237975112ba91f89874d3b83975e01dbf48e","Success","ERC-20","Swap Exact Tokens For Tokens","11616842","2021-01-08 22:39:46","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xf7700944B35C3F85A23E9d77beE065dc4F10d6F7"," ","1,122.790933","$1.87","BAC(BAC)","0.01344761"
"0x756394b5f58169bf54c209ed711dfdee2b6ce662660e55522edf4ba2834d74d1","Success","ERC-20","Claim Reward","11616840","2021-01-08 22:38:54","0x4b182469337d46e6603ed7e26ba60c56930a342c","Basis Cash: Boardroom","0x7269CaD927f2D98aBfD06b0Eb1dA318525c6C304"," ","703.109344","$1.17","BAC(BAC)","0.00302066"
"0xe5015d8aa86a86a50c95428ad9b97cabec448782c75ef3176f366368b0a2aa52","Success","ERC-20","Swap Exact Tokens For Tokens","11616829","2021-01-08 22:37:18","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x806388E04b7583a0148451A8ECd29A748b8fd584"," ","38,274.664818","$63.82","BAC(BAC)","0.00996324"
"0xfa069504bcfbb73320d876909ac7d42e59313c967f1c01f4b306efa739798469","Error in Internal Transaction","ERC-20","Buy Bonds","11616825","2021-01-08 22:36:24","0x51A125F89CBE0bFBFD62FeE8a750AAeC8fabC441"," ","0x0000000000000000000000000000000000000000","Null: 0x000...000","12,021.841","$20.04","BAC(BAC)","0.01047307"
"0xc8e299559464fd64c64fdcc34651f28b68f28f86ffd40ee2310ff0b088e218c3","Error in Internal Transaction","ERC-20","Buy Bonds","11616815","2021-01-08 22:33:56","0x603735B838D6Bb5221a57F40Ee6B11AC59bCcdB3"," ","0x0000000000000000000000000000000000000000","Null: 0x000...000","51,581.11","$86.00","BAC(BAC)","0.00860308"
