"Transaction Hash","Status","Type","Method ","Block","Date Time (UTC)","From","From_NameTag","To","To_NameTag","Amount","Value (USD) ","Asset","Txn Fee"
"0x04f1539cdc6b102043cfe0afdd45c466193fdd483b636f85a58973247ffe0cd3","Success","ERC-20","Add Liquidity","11618368","2021-01-09 4:14:29","0xf1DC757e4e86870B587339c2f0330ff20f71aD9d"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","72,108.712625","$120.23","BAC(BAC)","0.01657426"
"0x9437e3eec9ce8245b3d4b1877aa41299c0d31b5a6c223bcb01fafa91ccc8f606","Success","ERC-20","Swap Exact Tokens For Tokens","11618368","2021-01-09 4:14:29","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x5E783909dDF753af684d20BA4D7E7c295e0Ed632"," ","11,782.19328","$19.64","BAC(BAC)","0.00952577"
"0xb220693e3b8a8e48d3edac2c8aed4509ec9a3bcc363871fbe8412c6d75b94653","Success","ERC-20","Swap Exact Tokens For Tokens","11618367","2021-01-09 4:14:11","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x543657598f7b237ab7289c2ced5d5418551cd057","gutao.eth","7,198.910947","$12.00","BAC(BAC)","0.01704172"
"0xd9039304bdb7182b99ec2f4e05674c4da887a5578a387577ec95507a55fc974c","Success","ERC-20","Remove Liquidity With Permit","11618366","2021-01-09 4:14:05","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x18657ec15013bc2a5549d5d69e5998a5f4884bb9","pandaren.eth","932.119119","$1.55","BAC(BAC)","0.0169157"
"0x6a649f6abe40cc8f95a66f7e1b36706f30bb2155f6ac082a05008b33c594cd5d","Success","ERC-20","Swap Exact Tokens For Tokens","11618363","2021-01-09 4:13:08","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x7826EA5e012B511Bc5Bb89d70BA92Dcd07332351"," ","28,996.356157","$48.35","BAC(BAC)","0.01139813"
"0x3a768e32254bfb7b68806aee462e84a0381bf76f552be0af3d8a8871d545db45","Error in Internal Transaction","ERC-20","Buy Bonds","11618361","2021-01-09 4:12:43","0xd94603cDEA4B6B06aEB6235b34DAEC5675014921"," ","0x0000000000000000000000000000000000000000","Null: 0x000...000","40,620.048","$67.73","BAC(BAC)","0.01308555"
"0x56c8bc0782fbdb03c51613a33e545a4d0200eab0b425e8490d5827e7b89977cf","Success","ERC-20","Swap Exact Tokens For Tokens","11618354","2021-01-09 4:10:04","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xf1DC757e4e86870B587339c2f0330ff20f71aD9d"," ","72,130.533769","$120.27","BAC(BAC)","0.02604726"
"0xd1b9dc6defd42b0febaec78fde71a696fb5a5b0e6c5a33883199f2e3dffbd3a1","Error in Internal Transaction","ERC-20","Buy Bonds","11618352","2021-01-09 4:08:29","0xc2432630603Eb1b1DCe2Aaeb026f1b5960F47CE9"," ","0x0000000000000000000000000000000000000000","Null: 0x000...000","730.976","$1.22","BAC(BAC)","0.01391544"
"0xebf0e44774642d1cb12ac1c74affcd7e6ce9f9f20ce30b7a485c93f5f76d8ee0","Error in Internal Transaction","ERC-20","Buy Bonds","11618352","2021-01-09 4:08:29","0x07a90947C139A13878B863a628EE45A0432d0F60"," ","0x0000000000000000000000000000000000000000","Null: 0x000...000","50,000","$83.37","BAC(BAC)","0.01287795"
"0xc5014a70831c819ccf4d8798bd270dc4d8475e4fd725369f89254ce8618ef88b","Success","ERC-20","Add Liquidity","11618351","2021-01-09 4:08:24","0x647dAc96ad5736e356d80E3bd6B6293EAA55B808"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","31,298.268875","$52.18","BAC(BAC)","0.01091182"
"0x90cef7224d8fea33f361e972417dd764971a4f6cbb06e5618f46ce004c4e9c40","Success","ERC-20","Swap Tokens For Exact Tokens","11618351","2021-01-09 4:08:24","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x13aA36936529C57cc5AEE09c25BB24E2cd770487"," ","200","$0.3335","BAC(BAC)","0.00831308"
