"Transaction Hash","Status","Type","Method ","Block","Date Time (UTC)","From","From_NameTag","To","To_NameTag","Amount","Value (USD) ","Asset","Txn Fee"
"0xdb95c42457f8cdc53d0ecd172d1e18380798be6d08e6d5de0bf204a886109f6e","Success","ERC-20","Zap In","11676508","2021-01-18 2:24:20","0xd3cf4e98e1e432b3d6ae42ae406a78f2ac8293d0","Zapper: Uniswap V2 Zap In v3.0.1","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","1,482.014084","$2.47","BAC(BAC)","0.022873"
"0xdb95c42457f8cdc53d0ecd172d1e18380798be6d08e6d5de0bf204a886109f6e","Success","ERC-20","Zap In","11676508","2021-01-18 2:24:20","0xd3cf4e98e1e432b3d6ae42ae406a78f2ac8293d0","Zapper: Uniswap V2 Zap In v3.0.1","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","1,477.613726","$2.46","BAC(BAC)","0.022873"
"0x0fd54419c8d82b6b55e9b7eff610a72923461c79986598708d67b8307c2c47b8","Success","ERC-20","Deposit","11676502","2021-01-18 2:23:40","0x0D3eB1796600FdDd8128B4Ce284f789a942bD1A8"," ","0x939D73E26138f4B483368F96d17D2B4dCc5bc84f"," ","4,500.000637","$7.50","BAC(BAC)","0.01253055"
"0x0fd54419c8d82b6b55e9b7eff610a72923461c79986598708d67b8307c2c47b8","Success","ERC-20","Deposit","11676502","2021-01-18 2:23:40","0x939D73E26138f4B483368F96d17D2B4dCc5bc84f"," ","0xdA810f3dC383072CaE90b4420bbB0a044C812C20"," ","4,500.000637","$7.50","BAC(BAC)","0.01253055"
"0x1e23ab2cdeff9f29dea1894fd3a78675f53857cad5dece8b5051036c005756f5","Success","ERC-20","Exit","11676501","2021-01-18 2:23:39","0x4330E43F5b1e7D3Ea7B0a177Af50C6B2489ca406"," ","0x5580bA66f8d6Dc71adB0CA1d1c6B3D142Ff7aACa"," ","1,862.114","$3.10","BAC(BAC)","0.00575622"
"0x28e14d3dea3c7280368dcd06b36cafb7ac93b0b6aa7d07fe1525e3247ec81d13","Success","ERC-20","Stake","11676492","2021-01-18 2:21:48","0x721096bcd32A2A653efa5633B9Fa1e07359d9746"," ","0x4330E43F5b1e7D3Ea7B0a177Af50C6B2489ca406"," ","34,489.883","$57.49","BAC(BAC)","0.00696603"
"0xe8c9cdb3b1598250306b5563514c2dfa9891973439877343a19f52e962b7a44b","Success","ERC-20","Stake","11676474","2021-01-18 2:18:16","0xA4f2b2557D78E31D48E1ffa8AF8b25Db8524Ea3c"," ","0x4330E43F5b1e7D3Ea7B0a177Af50C6B2489ca406"," ","29,087.036","$48.48","BAC(BAC)","0.00758404"
"0xcfae469c79cc7a698156f6467e9288de80549c2ff0437bbacfec1b93677291f2","Success","ERC-20","Discounted Swap","11676468","2021-01-18 2:17:10","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71"," 1inch: Router 2","34,489.882803","$57.49","BAC(BAC)","0.0123312"
"0xcfae469c79cc7a698156f6467e9288de80549c2ff0437bbacfec1b93677291f2","Success","ERC-20","Discounted Swap","11676468","2021-01-18 2:17:10","0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71","1inch: Router 2","0x721096bcd32A2A653efa5633B9Fa1e07359d9746"," ","34,489.882803","$57.49","BAC(BAC)","0.0123312"
"0xb440a667592c9ecaea7dcfa0be6460612ace7db1f20e2f88346e24f81a5d4d42","Success","ERC-20","Swap Exact ETH For Tokens","11676447","2021-01-18 2:11:42","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x0846Bf78c84C11D58Bb2320Fc8807C1983A2797C"," ","458.52777","$0.7643","BAC(BAC)","0.01062143"
