"Transaction Hash","Status","Type","Method ","Block","Date Time (UTC)","From","From_NameTag","To","To_NameTag","Amount","Value (USD) ","Asset","Txn Fee"
"0xd9b9417db1fe1c8e9bc3a16c613d74defa6c391c622032924f1a031fc7b6e219","Success","ERC-20","Add Liquidity","11614556","2021-01-08 14:15:34","0x70b7926262510B362B43e0A8082c40119A974273"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","26,572.899999","$44.31","BAC(BAC)","0.02690872"
"0xfbac261021c8dbec5310f6b4df8dd0e727e560657fb1784ad8b7d8ffeb4f8fb3","Success","ERC-20","Add Liquidity","11614553","2021-01-08 14:14:58","0xE66C0cd561d505A3fFb69f89c3e16A71848D89AD"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","79,784.532916","$133.03","BAC(BAC)","0.01801675"
"0xa4676d2404de7db9ed2904fae58047d5b1491f054355d1df29fc1e9668cc8245","Success","ERC-20","Swap Exact Tokens For ETH","11614548","2021-01-08 14:14:06","0x44Acd0Ff3bE9Fdfb932453C82B5dF5739D28b276"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","6,436.656395","$10.73","BAC(BAC)","0.03008137"
"0x60e722a9caa7d879ba525edcce0b648ba95582b3be50cc907d051676b96577aa","Success","ERC-20","Swap Exact Tokens For Tokens","11614547","2021-01-08 14:13:54","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x70b7926262510B362B43e0A8082c40119A974273"," ","26,572.941201","$44.31","BAC(BAC)","0.01938543"
"0x98b2fe62a722c6a68b3300c3903613a4aad14a9bffe2c2e8f286df4158f6df06","Success","ERC-20","Swap Exact Tokens For Tokens","11614543","2021-01-08 14:12:46","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xE66C0cd561d505A3fFb69f89c3e16A71848D89AD"," ","79,824.621717","$133.09","BAC(BAC)","0.0177915"
"0x0ff9060722bace081a877e660bb574df80ef086a166168afee4ac33e96975529","Success","ERC-20","Swap Exact Tokens For Tokens","11614541","2021-01-08 14:12:18","0xD2976A56cD84a91A2E83685a6dC5308315e29f15"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","112,796.275611","$188.07","BAC(BAC)","0.0197591"
"0x401f5187a3ba66e2b4424f00392c860af59e53e3e3e6f411cf72eb83b3547b62","Success","ERC-20","Remove Liquidity With Permit","11614534","2021-01-08 14:10:00","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xD2976A56cD84a91A2E83685a6dC5308315e29f15"," ","112,796.275611","$188.07","BAC(BAC)","0.03116195"
"0x362b67cc91495fd20b90477ac3e056230060c3bf5ddabaf62e33ff40e6ef9e83","Success","ERC-20","Pipe Uni V2","11614513","2021-01-08 14:05:44","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xE83554B397BdA8ECAE7FEE5aeE532e83Ee9eB29D"," ","5,640.195179","$9.40","BAC(BAC)","0.1101262"
"0x362b67cc91495fd20b90477ac3e056230060c3bf5ddabaf62e33ff40e6ef9e83","Success","ERC-20","Pipe Uni V2","11614513","2021-01-08 14:05:44","0xE83554B397BdA8ECAE7FEE5aeE532e83Ee9eB29D"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","5,640.195179","$9.40","BAC(BAC)","0.1101262"
"0xa0c630657f4950bc1fd96b55d9afb7a425bb19a9b271057bed130e0e49318faa","Success","ERC-20","Swap Exact Tokens For Tokens","11614498","2021-01-08 14:02:09","0xAd85B82e829fcaE64DCA7E2DdCc56a51b795135a"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","2,002.121196","$3.34","BAC(BAC)","0.02948667"
"0x969af1b83652b507ea231c2defaa1de4cfc5e97ea7b33e268d9f2346701613e3","Success","ERC-20","Add Liquidity","11614494","2021-01-08 14:00:10","0x2F92Dd1c3c25Dd02eBA81b9aC1D3C46400f2230F"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","5,204.015341","$8.68","BAC(BAC)","0.01996617"
"0xc572da3b6dc84df4b7e5a1738036b80cf254b7337f2fecfce9c6f565c77e56c5","Success","ERC-20","Swap Exact Tokens For Tokens","11614483","2021-01-08 13:57:43","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x2F92Dd1c3c25Dd02eBA81b9aC1D3C46400f2230F"," ","5,204.015341","$8.68","BAC(BAC)","0.0173153"
"0xabe2b9345efb582d32c6a686121e90b1b1400cc2c235dcbf34cff2a89275035a","Success","ERC-20","Swap Exact Tokens For Tokens","11614483","2021-01-08 13:57:43","0xE388bE45Ea5Acf7443592948F59f3dA9eE840E52"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","36,059.585245","$60.12","BAC(BAC)","0.01216579"
"0xb59346961bbe95dd32ad8a4174fff3f1aa44d676aef3abb130d89be699f30dc1","Success","ERC-20","Add Liquidity","11614482","2021-01-08 13:57:35","0x6bf0443aE7288a126C7a798572ad43Ae78C62b6F"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","23,944.493878","$39.92","BAC(BAC)","0.02357515"
"0x3c0c1e1b4c7dbafd13efa539c8c5a15c7ee9fa24b51185d0249c50b55d7dcc40","Success","ERC-20","Swap Exact Tokens For Tokens","11614480","2021-01-08 13:57:00","0xd4f8a1bbee54c1533cf0ef8c6f877ada4dadca1b","jinwd.eth","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","4,498.539827","$7.50","BAC(BAC)","0.02588322"
"0xa0007588e069b4bf2ccf46ed99e010cfc80c2090309b4db6132529d2668dbb45","Success","ERC-20","Remove Liquidity","11614480","2021-01-08 13:57:00","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xE388bE45Ea5Acf7443592948F59f3dA9eE840E52"," ","36,059.585245","$60.12","BAC(BAC)","0.0143517"
"0x68ca1f2848d0af4ca5598ed96098aa1c2590ebf11726c5f508147c42a286e953","Success","ERC-20","Swap Exact Tokens For Tokens","11614472","2021-01-08 13:55:21","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x6bf0443aE7288a126C7a798572ad43Ae78C62b6F"," ","23,944.493878","$39.92","BAC(BAC)","0.02443118"
"0xcf05424a6531500866aef0134a0d7990cb8369540f17ee613da26063778504c9","Success","ERC-20","Add Liquidity","11614457","2021-01-08 13:51:59","0x6134852BD601eBAD3D7A1a28B29aEF468Ee3bA7f"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","25,936.615965","$43.25","BAC(BAC)","0.02151394"
"0x7b5f3d62a4153ed6c8881d3cb212bd378894316b044f8b05d0c1d2884b625c24","Success","ERC-20","Swap Exact Tokens For Tokens","11614456","2021-01-08 13:51:47","0x1aa18a80822b3fbed557f279b8666bb4962ad6de","Fake_Phishing4289","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","5,401.05359","$9.01","BAC(BAC)","0.0131859"
"0x9b63b246a9db4ec9ff1859860fb15fffa743fed521a45e5a2814fbfcd29ca996","Success","ERC-20","Remove Liquidity With Permit","11614447","2021-01-08 13:50:27","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x1aa18a80822b3fbed557f279b8666bb4962ad6de","Fake_Phishing4289","5,401.05359","$9.01","BAC(BAC)","0.01624293"
"0x11d03e94fe33460b65a789877295cff87fc25d113115ed2eb9334806c097d77b","Success","ERC-20","Swap Exact Tokens For Tokens","11614447","2021-01-08 13:50:27","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x428700e86c104f4ee8139a69ecdca09e843f6297","cryptokyoma.eth","3,872.8931","$6.46","BAC(BAC)","0.0091582"
"0x7a073f3f9870a70ef0f619321885ee46324853d0621416267a2500fca755e0c9","Success","ERC-20","Exit","11614445","2021-01-08 13:50:17","0x4b182469337d46e6603ed7e26ba60c56930a342c","Basis Cash: Boardroom","0xa53a13a80d72a855481de5211e7654fabdfe3526","greenfund.eth","92.576471","$0.1544","BAC(BAC)","0.01648344"
"0x978745a4e8434b0218ad972e471eff6c5a55afc46f4f4e69a71045095a68fe51","Success","ERC-20","Swap ETH For Exact Tokens","11614441","2021-01-08 13:50:01","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x9d25c142f7e2971a3c7ea48c1cb119e483b58817","dim0606.eth","30","$0.05","BAC(BAC)","0.02443514"
"0xb6446ae2adb37a916a8fc9dd4e8f5599315d10654faee81656f060bfed380378","Success","ERC-20","Swap Exact Tokens For Tokens","11614436","2021-01-08 13:49:03","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x6134852BD601eBAD3D7A1a28B29aEF468Ee3bA7f"," ","25,936.615965","$43.25","BAC(BAC)","0.03278871"
"0x682919e13accb2b0143ec8b0d3f04783cdce27bf20fc124b5b1ce20396b8df44","Success","ERC-20","Claim Reward","11614432","2021-01-08 13:48:06","0x4b182469337d46e6603ed7e26ba60c56930a342c","Basis Cash: Boardroom","0x877D7d5F59Db66DEF1f67AbcB1c802B22c21F0aa"," ","233.882786","$0.39","BAC(BAC)","0.01031527"
"0xd0e5992de982a4560c3b498b9fee3ebb9cce612e98474bbc4a84182b6f173d71","Success","ERC-20","Swap ETH For Exact Tokens","11614428","2021-01-08 13:46:45","0x11226a039572791de8df7b9e82224b6734afdead","Uniswap V2: BAC 3","0x9d25c142f7e2971a3c7ea48c1cb119e483b58817","dim0606.eth","50","$0.0834","BAC(BAC)","0.01736391"
"0xfc007d43795321241cbe85444f39ed7b92eadabc95e0f34b8c65e613c7c44421","Success","ERC-20","Swap Exact Tokens For ETH","11614428","2021-01-08 13:46:45","0xAcbDd2dDEE5c568B6A5dc076C2F45117f04Cc8e1"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","1,094.059599","$1.82","BAC(BAC)","0.02121799"
"0x4471a0f52bcb08affe24387f6a8f409b709eeac1e586402e5d23b5e8962bb526","Success","ERC-20","Swap Exact Tokens For Tokens","11614411","2021-01-08 13:41:27","0xAce3c7971A9B750E77db01dA0B9dAD9eB2886c86"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","4,919.976732","$8.20","BAC(BAC)","0.01447166"
"0x20c99c9a669ec92f17ff061132a4ccf4f22ed71f98048d6416dd45d9f0633670","Success","ERC-20","Swap Exact ETH For Tokens","11614409","2021-01-08 13:40:55","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x94B7C2765807D307aF96033BcA99486FC39fA1b3"," ","2,579.895359","$4.30","BAC(BAC)","0.02962821"
"0x3733f1b1462b308232dc2f489b59c0a63cf80df1157aada83c2b05b6d72258ad","Success","ERC-20","Claim Reward","11614408","2021-01-08 13:40:41","0x4b182469337d46e6603ed7e26ba60c56930a342c","Basis Cash: Boardroom","0xBe3A0895f093aC59bfD80a7EceC83bbC41E9f0cE"," ","206.590227","$0.3445","BAC(BAC)","0.01140666"
"0x8d540b11f30b21e672254807be7909cbb6e666f04b858630bd0118449b410994","Success","ERC-20","Swap Exact Tokens For Tokens","11614401","2021-01-08 13:39:18","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xc93678ec2b974a7ae280341cefeb85984a29fff7","getreadytolearnchinesebuddy.eth","519.095121","$0.8655","BAC(BAC)","0.02818552"
"0xde5ba7960d0132aa39b362bf9583433e9a4defd605e26935bc0e8e8179a5999e","Success","ERC-20","Swap Exact ETH For Tokens","11614397","2021-01-08 13:38:11","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xAcbDd2dDEE5c568B6A5dc076C2F45117f04Cc8e1"," ","1,094.059599","$1.82","BAC(BAC)","0.03391406"
"0x1105122b327d1c1ecdde1bafc7aae6507671405c38a67166c74c8e703c1aa97e","Success","ERC-20","Swap Exact ETH For Tokens","11614396","2021-01-08 13:37:55","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x44Acd0Ff3bE9Fdfb932453C82B5dF5739D28b276"," ","6,436.656395","$10.73","BAC(BAC)","0.03503436"
"0x69098da32a1553c1503cad7c366d2b563c86ad201b4a538e982d7c8ce29c6413","Success","ERC-20","0x42b853aa","11614393","2021-01-08 13:37:12","0x4c39ADA0340c1Eb3CeE343F44819323dD29081A9"," ","0xb5244bf9A9eEc5b0bBF33ab131B574287E7b6072"," ","25,847.28581","$43.10","BAC(BAC)","0.05108523"
"0x69098da32a1553c1503cad7c366d2b563c86ad201b4a538e982d7c8ce29c6413","Success","ERC-20","0x42b853aa","11614393","2021-01-08 13:37:12","0xb5244bf9A9eEc5b0bBF33ab131B574287E7b6072"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","25,847.28581","$43.10","BAC(BAC)","0.05108523"
"0x8f0240695ec22d729028d669f27dbed2ba4a63d28063c811260dd4cee6b7eacb","Success","ERC-20","Swap Exact Tokens For Tokens","11614392","2021-01-08 13:36:42","0x7ffdDdd1217D7abfedA0BfbD9B8445cE381f3b12"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","1,335.857048","$2.23","BAC(BAC)","0.01656089"
"0x105baf24864a3fe43733c6166955f57b1756518c24644f4f8c2c40261bd63ec1","Success","ERC-20","Swap Exact Tokens For Tokens","11614389","2021-01-08 13:35:51","0x77a205c73437d979Ad670E58fAAbBdef6F6bA482"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","56,976.382213","$95.00","BAC(BAC)","0.01093191"
"0xf7ad133c796777fedb6ab5adf9c6da7d541a324e888d361f1c0bdf59a7f0ceed","Success","ERC-20","Remove Liquidity","11614387","2021-01-08 13:35:06","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x7ffdDdd1217D7abfedA0BfbD9B8445cE381f3b12"," ","1,268.79195","$2.12","BAC(BAC)","0.01929847"
"0x15aa69994085970addb411a6f8f7dec13d5d9de2970b8c9fa28d117065fcba36","Success","ERC-20","Swap Exact Tokens For Tokens","11614384","2021-01-08 13:34:22","0x77a205c73437d979Ad670E58fAAbBdef6F6bA482"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","100","$0.1667","BAC(BAC)","0.01352467"
"0xc7143977b26a0d14aec95027f6afea10d6c41c37d31b132bad6d044f8aa71c66","Success","ERC-20","Sell To Uniswap","11614375","2021-01-08 13:32:44","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x7bcadC4eF8e7Ff2cb8e5227106BE55036841188e"," ","15,453.696493","$25.77","BAC(BAC)","0.02911213"
"0x3cabca3c0d07f9690814f9c7371c137c4f78dcbb4f7ab4057e2c130a6c1d138e","Success","ERC-20","Swap Exact Tokens For Tokens","11614374","2021-01-08 13:32:41","0xCE2a3294f800B1bf9a907db3c7e377cF9486a456"," ","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","10,000","$16.67","BAC(BAC)","0.0144701"
