"Transaction Hash","Status","Type","Method ","Block","Date Time (UTC)","From","From_NameTag","To","To_NameTag","Amount","Value (USD) ","Asset","Txn Fee"
"0x5045489ba9c108b2e16208cbf3c325a62077c25007ae32d147029396408909fd","Success","ERC-20","Swap Exact ETH For Tokens","11661739","2021-01-15 19:53:31","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x7e1FF06fc9adACa7383560F3d674C6b686AEf67e"," ","758.790354","$1.26","BAC(BAC)","0.00888996"
"0x0375cdff9214fdbb7a32c729c15f26c207662c02b479b51558e847103f61459e","Success","ERC-20","Remove Liquidity With Permit","11661737","2021-01-15 19:53:03","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x5A127a3F624fFBa2F247db8cf597DCAb66fFa7FB"," ","2,696.344538","$4.49","BAC(BAC)","0.00752958"
"0xb45c22c067bb03bb2e5b08d70adf12fc55f5d008e81dfe344dcb28a48eb65fea","Success","ERC-20","Swap","11661730","2021-01-15 19:50:38","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71"," 1inch: Router 2","131.992005","$0.22","BAC(BAC)","0.02009356"
"0xb45c22c067bb03bb2e5b08d70adf12fc55f5d008e81dfe344dcb28a48eb65fea","Success","ERC-20","Swap","11661730","2021-01-15 19:50:38","0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71","1inch: Router 2","0xe1dbADa7449310c245ab878394bFB278dfe5243F"," ","131.992005","$0.22","BAC(BAC)","0.02009356"
"0xd9542b015335b41a8a8f7c237dac047795b48e53dacab8d808360503766a710b","Success","ERC-20","Swap Exact Tokens For Tokens","11661729","2021-01-15 19:50:22","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0xBD12c066c15CB4E82D2a0957704D912678AE1D00"," ","6,908.422406","$11.52","BAC(BAC)","0.00901344"
"0xcb6ba0838e24844a8eba21cb1bdd6dd7147920d01858a65c8057e8cb25fc94ef","Success","ERC-20","Deposit All","11661724","2021-01-15 19:49:31","0x80D6364C875b68b5A1e83e5d6dde7Ad9b12b62B6"," ","0xf8ce90c2710713552fb564869694b2505bfc0846"," Harvest.Finance: Deposit Helper","126.331184","$0.2106","BAC(BAC)","0.00545904"
"0xcb6ba0838e24844a8eba21cb1bdd6dd7147920d01858a65c8057e8cb25fc94ef","Success","ERC-20","Deposit All","11661724","2021-01-15 19:49:31","0xf8ce90c2710713552fb564869694b2505bfc0846","Harvest.Finance: Deposit Helper","0x371E78676cd8547ef969f89D2ee8fA689C50F86B"," ","126.331184","$0.2106","BAC(BAC)","0.00545904"
"0x217c73d95826753a21fada4774aef630f9aebf46c7ed0ebab15352b08da5d781","Success","ERC-20","Sell To Uniswap","11661722","2021-01-15 19:49:03","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd","Uniswap V2: BAC-DAI","0x34d3Acc17bb695EE18ba51B6a72e076C44368986"," ","409.19727","$0.6821","BAC(BAC)","0.00678693"
"0xdb31239b4bfb79a0799e4296e9cc0dfc5aa27046f80be24ae8f16599ecefa629","Success","ERC-20","Deposit All","11661720","2021-01-15 19:48:44","0x46F190B7129484DbE84705096495f33c9356bc25"," ","0xf8ce90c2710713552fb564869694b2505bfc0846"," Harvest.Finance: Deposit Helper","396.015703","$0.6601","BAC(BAC)","0.00585482"
"0xdb31239b4bfb79a0799e4296e9cc0dfc5aa27046f80be24ae8f16599ecefa629","Success","ERC-20","Deposit All","11661720","2021-01-15 19:48:44","0xf8ce90c2710713552fb564869694b2505bfc0846","Harvest.Finance: Deposit Helper","0x371E78676cd8547ef969f89D2ee8fA689C50F86B"," ","396.015703","$0.6601","BAC(BAC)","0.00585482"
"0xa9640161517a58fc99a10be8e1f66873a0794f0694a499048e2041f082ea76d7","Success","ERC-20","Deposit All","11661719","2021-01-15 19:48:31","0xe249E411Fd5fe8f25e78359933c3443DD52a0942"," ","0xf8ce90c2710713552fb564869694b2505bfc0846"," Harvest.Finance: Deposit Helper","2,674.632152","$4.46","BAC(BAC)","0.00597082"
"0xa9640161517a58fc99a10be8e1f66873a0794f0694a499048e2041f082ea76d7","Success","ERC-20","Deposit All","11661719","2021-01-15 19:48:31","0xf8ce90c2710713552fb564869694b2505bfc0846","Harvest.Finance: Deposit Helper","0x371E78676cd8547ef969f89D2ee8fA689C50F86B"," ","2,674.632152","$4.46","BAC(BAC)","0.00597082"
"0x85b9d69fbade94e5da5c456a2d4b76b0d9292e8146cffbc27e0c49cc8c06e5f0","Success","ERC-20","Swap Exact Tokens For ETH","11661715","2021-01-15 19:48:09","0x9272227568d59326a9be3a2bebbc79c5eb2aff4a","dimethyl.eth","0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd"," Uniswap V2: BAC-DAI","1,904.077765","$3.17","BAC(BAC)","0.00768266"
"0xb812d329fbbf19bedfc09ac81342b6ca48d89a00b1b2163ee95b7acd582559ef","Success","ERC-20","Deposit All","11661714","2021-01-15 19:47:50","0xa1F47ACee98b022C87F199BC5249AAdB74122C38"," ","0xf8ce90c2710713552fb564869694b2505bfc0846"," Harvest.Finance: Deposit Helper","275.567647","$0.4593","BAC(BAC)","0.00600494"
